pub_date	title	venue	excerpt	citation	url_slug	paper_url	category	slides_url
2025-07-15	[Poster] WebLLM - Adapting Large Language Models for Anti Tracking	PETS	A generalizeable tracking detection framework using multi modal Large Language Models.	Muhammad Jazlan. (2025). "WebLLM - Adapting Large Language Models for Anti Tracking." <i>PETS</i>.	webllm-pets-2025	/files/webllm.pdf	posters
